,zpid,latitude,longitude,usecode,bathrooms,bedrooms,zipcode,price,lotSizeSqFt,Nearest Station Index,Nearest Station Lat,Nearest Station Lon,Borough,distance_miles
5107,32345954,40.549328,-74.143701,Duplex,0.0,0,10308,683671,3307,488,40.551231,-74.151399,SI,0.42512593550973116
5109,32345956,40.549462,-74.143804,MultiFamily2To4,4.0,4,10308,640018,3329,488,40.551231,-74.151399,SI,0.417177476021504
5110,32345957,40.549547,-74.143888,SingleFamily,2.0,3,10308,571548,6250,488,40.551231,-74.151399,SI,0.41126057772604413
5111,32345958,40.54967,-74.143988,SingleFamily,0.0,0,10308,614643,6300,488,40.551231,-74.151399,SI,0.4038724884764976
5112,32345959,40.549772,-74.144097,SingleFamily,1.0,3,10308,645807,6450,488,40.551231,-74.151399,SI,0.3965077148671448
5113,32345960,40.549876,-74.144185,SingleFamily,3.0,4,10308,876518,6204,488,40.551231,-74.151399,SI,0.3902527095087525
5114,32345961,40.550022,-74.144309,SingleFamily,0.0,0,10308,890156,13200,488,40.551231,-74.151399,SI,0.38159792984343277
5115,32345962,40.550341,-74.144424,SingleFamily,3.0,4,10308,1317509,22000,488,40.551231,-74.151399,SI,0.3714256144739434
5116,32345984,40.551006,-74.145177,Quadruplex,0.0,0,10308,913222,6300,488,40.551231,-74.151399,SI,0.32712056615568497
5117,32345985,40.550882,-74.145124,Quadruplex,0.0,0,10308,958938,8460,488,40.551231,-74.151399,SI,0.3304159692437602
5118,32345986,40.550741,-74.145127,SingleFamily,0.0,0,10308,541960,7080,488,40.551231,-74.151399,SI,0.3311136248233205
5119,32345987,40.550598,-74.145093,SingleFamily,1.5,3,10308,1044451,8378,488,40.551231,-74.151399,SI,0.33404040607667934
5120,2086578565,40.54872,-74.16523,SingleFamily,1.0,1,10312,617552,0,489,40.544601,-74.16457,SI,0.2867870969511653
5121,32354518,40.545262,-74.164127,SingleFamily,2.0,3,10312,550732,6000,489,40.544601,-74.16457,SI,0.0512683970501718
5122,32354519,40.545478,-74.164173,SingleFamily,2.0,4,10312,739609,4800,489,40.544601,-74.16457,SI,0.06409978160959728
5123,32354520,40.545586,-74.164197,MultiFamily2To4,2.0,3,10312,631144,4800,489,40.544601,-74.16457,SI,0.07084079813081406
5124,32354560,40.545637,-74.16484,SingleFamily,0.0,0,10312,481237,2770,489,40.544601,-74.16457,SI,0.07299378743456637
5125,32354561,40.545563,-74.164871,SingleFamily,0.0,0,10312,470831,3000,489,40.544601,-74.16457,SI,0.06834213500722429
5126,32354567,40.546072,-74.164359,SingleFamily,0.0,0,10312,635335,4147,489,40.544601,-74.16457,SI,0.1022703169581848
5127,32354568,40.546146,-74.164334,SingleFamily,0.0,0,10312,509490,1760,489,40.544601,-74.16457,SI,0.10749960796185197
5128,32354569,40.546186,-74.164343,SingleFamily,0.0,0,10312,487075,1760,489,40.544601,-74.16457,SI,0.11019408914566098
5129,32354570,40.546226,-74.164352,SingleFamily,0.0,0,10312,481171,1760,489,40.544601,-74.16457,SI,0.1128939402294269
5130,32354571,40.546266,-74.16436,SingleFamily,0.0,0,10312,486606,1760,489,40.544601,-74.16457,SI,0.11560378379090472
5131,32354572,40.546318,-74.164372,SingleFamily,0.0,0,10312,558620,2960,489,40.544601,-74.16457,SI,0.11912519277700562
5132,32354573,40.546405,-74.164392,SingleFamily,2.0,6,10312,690139,4791,489,40.544601,-74.16457,SI,0.12503342267025536
5133,32354574,40.546523,-74.16434,SingleFamily,0.0,0,10312,570346,9200,489,40.544601,-74.16457,SI,0.1333871038301164
5134,32354575,40.546615,-74.164484,SingleFamily,0.0,0,10312,793875,9200,489,40.544601,-74.16457,SI,0.13927085506258707
5135,32354576,40.546782,-74.164277,SingleFamily,0.0,0,10312,1029722,13800,489,40.544601,-74.16457,SI,0.1515232173959442
5136,32354577,40.546944,-74.164313,SingleFamily,0.0,0,10312,595194,13800,489,40.544601,-74.16457,SI,0.16249796931994065
5137,32354578,40.547079,-74.164343,Duplex,0.0,0,10312,667745,9200,489,40.544601,-74.16457,SI,0.17168139468568244
5138,32354579,40.547187,-74.164367,SingleFamily,0.0,0,10312,570760,9200,489,40.544601,-74.16457,SI,0.1790490704934048
5139,32354580,40.547295,-74.164391,SingleFamily,0.0,0,10312,1061801,9200,489,40.544601,-74.16457,SI,0.18643296586128802
5140,32354581,40.547403,-74.164416,Duplex,0.0,0,10312,856004,9200,489,40.544601,-74.16457,SI,0.19382902853036077
5141,32354582,40.54748,-74.164678,Duplex,0.0,0,10312,644401,9200,489,40.544601,-74.16457,SI,0.19906289060115193
5142,32354583,40.54762,-74.164464,SingleFamily,0.0,0,10312,561554,9200,489,40.544601,-74.16457,SI,0.20873241479931692
5144,32354585,40.547838,-74.164525,Duplex,0.0,0,10312,939761,10350,489,40.544601,-74.16457,SI,0.22373771396821535
5145,32364298,40.543774,-74.176553,SingleFamily,0.0,0,10312,910200,8424,490,40.540459999999996,-74.178217,SI,0.24515477467677893
5147,32364318,40.543038,-74.17688,MultiFamily2To4,3.0,4,10312,614058,4284,490,40.540459999999996,-74.178217,SI,0.19151714047708351
5148,32364319,40.543164,-74.176804,SingleFamily,0.0,0,10312,759657,4896,490,40.540459999999996,-74.178217,SI,0.20108338548806445
5149,32364336,40.54421,-74.177044,SingleFamily,3.25,4,10312,637041,5200,490,40.540459999999996,-74.178217,SI,0.26640294461754543
5150,32364338,40.543854,-74.177224,SingleFamily,0.0,0,10312,513898,5640,490,40.540459999999996,-74.178217,SI,0.24030429057547348
5151,32364339,40.543755,-74.177271,SingleFamily,0.0,0,10312,535554,5800,490,40.540459999999996,-74.178217,SI,0.23309108076503174
5152,32364340,40.543654,-74.177319,Duplex,0.0,0,10312,905419,6000,490,40.540459999999996,-74.178217,SI,0.225735618215676
5153,32364341,40.54355,-74.177368,SingleFamily,0.0,0,10312,536348,6200,490,40.540459999999996,-74.178217,SI,0.21817094779107582
5154,32364342,40.543409,-74.177434,SingleFamily,0.0,0,10312,913324,11200,490,40.540459999999996,-74.178217,SI,0.2079276785651838
5155,32364343,40.543251,-74.177509,SingleFamily,2.0,3,10312,629054,8500,490,40.540459999999996,-74.178217,SI,0.19645149488175598
5156,32364344,40.543132,-74.177565,SingleFamily,0.0,0,10312,577702,7000,490,40.540459999999996,-74.178217,SI,0.1878234755648351
5157,32364345,40.543041,-74.177608,MultiFamily2To4,0.0,0,10312,677472,5370,490,40.540459999999996,-74.178217,SI,0.18123084288229033
5158,32364348,40.54272,-74.177673,SingleFamily,0.0,0,10312,501630,4110,490,40.540459999999996,-74.178217,SI,0.15879164836461462
5159,32364349,40.542635,-74.17768,SingleFamily,0.0,0,10312,482292,3720,490,40.540459999999996,-74.178217,SI,0.1529481896531678
5160,32364350,40.542523,-74.177698,SingleFamily,0.0,0,10312,626673,4200,490,40.540459999999996,-74.178217,SI,0.1451665858969815
5161,32364351,40.54239,-74.177677,SingleFamily,0.0,0,10312,510187,3480,490,40.540459999999996,-74.178217,SI,0.13637387947936566
5162,32364696,40.538144,-74.178188,SingleFamily,2.0,3,10312,736508,7695,490,40.540459999999996,-74.178217,SI,0.16007757032524825
5163,32364697,40.538407,-74.177971,SingleFamily,0.0,0,10312,656541,5457,490,40.540459999999996,-74.178217,SI,0.14248017194500673
5164,32364746,40.537138,-74.179163,Duplex,0.0,0,10312,907599,7592,490,40.540459999999996,-74.178217,SI,0.23491515233891203
5165,32364756,40.536319,-74.179933,SingleFamily,0.0,0,10312,1564649,12706,490,40.540459999999996,-74.178217,SI,0.300062427902452
5166,32364757,40.536504,-74.179837,SingleFamily,3.5,5,10312,700238,100,490,40.540459999999996,-74.178217,SI,0.28635358393467936
5167,32364758,40.53661,-74.179722,SingleFamily,1.0,4,10312,574149,3393,490,40.540459999999996,-74.178217,SI,0.27758659699106186
5168,32364768,40.536228,-74.180805,SingleFamily,4.0,3,10312,680985,2254,490,40.540459999999996,-74.178217,SI,0.32253936962015134
5169,32364769,40.536459,-74.180652,SingleFamily,0.0,0,10312,567584,7500,490,40.540459999999996,-74.178217,SI,0.3046744546743371
5170,2125122603,40.532931,-74.191877,Unknown,0.0,0,10312,998854,0,491,40.533674,-74.19179399999999,SI,0.051537191386564846
5172,32365939,40.536408,-74.193731,SingleFamily,2.0,3,10312,644255,6507,491,40.533674,-74.19179399999999,SI,0.21461226386820498
5173,32365953,40.536125,-74.193403,SingleFamily,0.0,0,10312,973346,15600,491,40.533674,-74.19179399999999,SI,0.18931426613496613
5174,32365954,40.536254,-74.193657,SingleFamily,0.0,0,10312,516443,5640,491,40.533674,-74.19179399999999,SI,0.2034044527646728
5175,32365955,40.53739,-74.194227,SingleFamily,2.0,4,10312,751758,6048,491,40.533674,-74.19179399999999,SI,0.2868711868984909
5176,32365956,40.537635,-74.194172,SingleFamily,1.5,4,10312,1090387,20000,491,40.533674,-74.19179399999999,SI,0.30091461688671295
5177,32365957,40.537779,-74.19441,SingleFamily,0.0,0,10312,600927,4773,491,40.533674,-74.19179399999999,SI,0.315241763756417
5178,32365978,40.538035,-74.194547,SingleFamily,1.0,3,10312,656179,4159,491,40.533674,-74.19179399999999,SI,0.3343047954721687
5179,32365979,40.538138,-74.194596,SingleFamily,2.0,3,10312,610933,4520,491,40.533674,-74.19179399999999,SI,0.3418373135400732
5180,32365980,40.538267,-74.194657,SingleFamily,0.0,0,10312,706544,6300,491,40.533674,-74.19179399999999,SI,0.3512652058937611
5181,32366047,40.539642,-74.195356,SingleFamily,2.0,4,10312,564495,5000,491,40.533674,-74.19179399999999,SI,0.45292914360366093
5182,32366048,40.539778,-74.195421,SingleFamily,2.0,3,10312,540936,5000,491,40.533674,-74.19179399999999,SI,0.4629002573399275
5183,32366077,40.54004,-74.195548,SingleFamily,0.0,0,10312,671807,4000,491,40.533674,-74.19179399999999,SI,0.48215094913287165
5184,32366078,40.540148,-74.195599,SingleFamily,0.0,0,10312,629947,4000,491,40.533674,-74.19179399999999,SI,0.49005847234600175
5185,32366079,40.540252,-74.195647,SingleFamily,0.0,0,10312,642187,4000,491,40.533674,-74.19179399999999,SI,0.4976500761506423
5186,32366080,40.540404,-74.195719,Duplex,0.0,0,10312,976095,8000,491,40.533674,-74.19179399999999,SI,0.5087861608184162
5187,32366107,40.540839,-74.195918,SingleFamily,0.0,0,10312,758346,6000,491,40.533674,-74.19179399999999,SI,0.5405139710124559
5188,32366108,40.540998,-74.195992,SingleFamily,0.0,0,10312,757884,6000,491,40.533674,-74.19179399999999,SI,0.5521404337932722
5189,32366109,40.541132,-74.196054,SingleFamily,0.0,0,10312,630440,4000,491,40.533674,-74.19179399999999,SI,0.5619321653393717
5192,32366156,40.542855,-74.196871,SingleFamily,1.5,3,10312,617848,5940,491,40.533674,-74.19179399999999,SI,0.6883028949001851
5193,32366157,40.543049,-74.197012,SingleFamily,0.0,0,10312,753949,4000,491,40.533674,-74.19179399999999,SI,0.7035350912915009
5194,32367030,40.520579,-74.183216,SingleFamily,0.0,0,10312,1532585,13198,491,40.533674,-74.19179399999999,SI,1.0110440174882356
5195,13675976,40.5319,-74.2149,Mobile,1.0,1,10309,256709,0,493,40.52241,-74.21784699999999,SI,0.6739251942983964
5196,32367737,40.520051,-74.204101,MultiFamily2To4,4.25,4,10309,1478402,29246,492,40.525507,-74.200064,SI,0.432645256151477
5197,32367738,40.520338,-74.204119,SingleFamily,0.0,0,10309,705850,10000,492,40.525507,-74.200064,SI,0.4159534322488122
5198,32367739,40.520484,-74.204124,SingleFamily,0.0,0,10309,673041,10000,492,40.525507,-74.200064,SI,0.40745674584161895
5199,32367740,40.5206,-74.204272,SingleFamily,1.5,3,10309,630956,8197,492,40.525507,-74.200064,SI,0.40484077770963
5200,32367741,40.520731,-74.20433,SingleFamily,0.0,0,10309,560754,6750,492,40.525507,-74.200064,SI,0.3989902454855324
5201,32367742,40.520903,-74.204415,SingleFamily,0.0,0,10309,739097,7617,492,40.525507,-74.200064,SI,0.39180087443636635
5202,32367743,40.519654,-74.204191,SingleFamily,0.0,0,10309,557294,4800,492,40.525507,-74.200064,SI,0.4589737678304733
5203,32367744,40.522363,-74.204483,SingleFamily,0.0,0,10309,1018484,27339,492,40.525507,-74.200064,SI,0.3179879388655912
5204,32367745,40.522592,-74.204719,SingleFamily,4.0,6,10309,1056486,5970,492,40.525507,-74.200064,SI,0.3168577169773098
5205,32367769,40.518013,-74.203651,SingleFamily,4.0,4,10309,1104720,11628,492,40.525507,-74.200064,SI,0.5511671772393516
5206,32367772,40.518353,-74.203706,MultiFamily2To4,5.5,6,10309,1371973,8474,492,40.525507,-74.200064,SI,0.5301812374210465
5207,32367774,40.518505,-74.203749,SingleFamily,0.0,0,10309,554588,7946,492,40.525507,-74.200064,SI,0.5212324222986462
5208,32367775,40.519074,-74.204093,SingleFamily,1.0,2,10309,545196,5012,492,40.525507,-74.200064,SI,0.4924333346581333
5209,32367776,40.519231,-74.204141,MultiFamily2To4,6.0,4,10309,899741,4332,492,40.525507,-74.200064,SI,0.4837696587120846
5210,32367841,40.522917,-74.20459,SingleFamily,0.0,0,10309,699987,11872,492,40.525507,-74.200064,SI,0.2976292717440783
5211,32367842,40.523128,-74.204631,SingleFamily,0.0,0,10309,976383,21200,492,40.525507,-74.200064,SI,0.290867033841048
5212,32367843,40.523423,-74.204683,SingleFamily,0.0,0,10309,953446,22464,492,40.525507,-74.200064,SI,0.2821925058226381
5213,32367847,40.523915,-74.204846,SingleFamily,0.0,0,10309,1128657,34020,492,40.525507,-74.200064,SI,0.274266533277743
5214,32367861,40.524653,-74.20496,SingleFamily,0.0,0,10309,587251,7540,492,40.525507,-74.200064,SI,0.2639006521028281
5215,32367862,40.524942,-74.205004,SingleFamily,0.0,0,10309,866393,7975,492,40.525507,-74.200064,SI,0.26244770075133705
5216,32367863,40.525105,-74.205021,SingleFamily,0.0,0,10309,693010,8700,492,40.525507,-74.200064,SI,0.2618970421931168
5217,32368152,40.517978,-74.204144,SingleFamily,0.0,0,10309,540326,5512,492,40.525507,-74.200064,SI,0.5627880555868396
5218,32368153,40.517738,-74.204004,Duplex,1.0,5,10309,944787,5100,492,40.525507,-74.200064,SI,0.5754734741150584
5219,32368154,40.517587,-74.203907,SingleFamily,0.0,0,10309,545883,5400,492,40.525507,-74.200064,SI,0.5834402660535525
5220,32374140,40.524229,-74.215787,SingleFamily,2.0,3,10309,738234,6903,493,40.52241,-74.21784699999999,SI,0.16588717942412357
5221,32374141,40.524216,-74.215989,SingleFamily,0.0,0,10309,682443,6000,493,40.52241,-74.21784699999999,SI,0.15845807445371218
5222,32374142,40.524275,-74.216173,SingleFamily,0.0,0,10309,682334,8500,493,40.52241,-74.21784699999999,SI,0.15604416870242774
5223,32374144,40.524243,-74.216642,SingleFamily,2.5,4,10309,1237116,10726,493,40.52241,-74.21784699999999,SI,0.1416248832965179
5224,32374145,40.524225,-74.216868,Duplex,0.0,0,10309,1139266,10850,493,40.52241,-74.21784699999999,SI,0.13557865212683864
5225,32374146,40.524213,-74.217095,SingleFamily,2.0,4,10309,709238,10972,493,40.52241,-74.21784699999999,SI,0.13072723853455542
5226,32374173,40.524116,-74.217482,SingleFamily,0.0,0,10309,876318,12500,493,40.52241,-74.21784699999999,SI,0.119459333124028
5227,32374174,40.524105,-74.217689,SingleFamily,2.0,3,10309,678070,6888,493,40.52241,-74.21784699999999,SI,0.11744363189404561
5228,32374175,40.524092,-74.217894,SingleFamily,2.0,4,10309,680918,7068,493,40.52241,-74.21784699999999,SI,0.11627763894705234
5229,32374182,40.523962,-74.2187,Duplex,0.0,0,10309,690546,5246,493,40.52241,-74.21784699999999,SI,0.11625152509241295
5230,32374183,40.523927,-74.21888,SingleFamily,1.0,2,10309,538387,3871,493,40.52241,-74.21784699999999,SI,0.11806070917021019
5231,32374184,40.524054,-74.219055,SingleFamily,4.0,4,10309,1167120,8145,493,40.52241,-74.21784699999999,SI,0.1301478282812189
5232,32374185,40.524512,-74.219263,SingleFamily,2.0,3,10309,943701,13068,493,40.52241,-74.21784699999999,SI,0.16321898763323922
5233,32374210,40.523853,-74.220529,SingleFamily,5.0,7,10309,1285017,9975,493,40.52241,-74.21784699999999,SI,0.1726293960856756
5235,32374212,40.524091,-74.221052,SingleFamily,6.0,6,10309,1419709,17400,493,40.52241,-74.21784699999999,SI,0.20457460577578193
5236,32374251,40.52338,-74.220685,SingleFamily,0.0,0,10309,547427,5814,493,40.52241,-74.21784699999999,SI,0.16348031603228344
5237,32374252,40.52338,-74.22051,Duplex,0.0,0,10309,675581,4070,493,40.52241,-74.21784699999999,SI,0.15514073495401381
5238,32374253,40.523388,-74.220374,Duplex,0.0,0,10309,675256,4070,493,40.52241,-74.21784699999999,SI,0.14897931342741888
5239,32374254,40.523396,-74.220248,Duplex,0.0,0,10309,675172,4070,493,40.52241,-74.21784699999999,SI,0.14337366960417283
5240,32374255,40.523404,-74.220118,Duplex,0.0,0,10309,675221,4070,493,40.52241,-74.21784699999999,SI,0.13767804668589018
5241,32374256,40.523428,-74.219852,SingleFamily,2.0,4,10309,1006602,11167,493,40.52241,-74.21784699999999,SI,0.12667447768703205
5242,32374257,40.523445,-74.219566,SingleFamily,1.0,3,10309,549562,5096,493,40.52241,-74.21784699999999,SI,0.11521007811273631
5243,32374259,40.523484,-74.219021,Duplex,0.0,0,10309,677633,5300,493,40.52241,-74.21784699999999,SI,0.09651070914381052
5246,62711390,40.514448,-74.236504,SingleFamily,3.5,5,10307,909461,4748,496,40.516578,-74.24209599999999,SI,0.3286391263569788
5247,32377441,40.515741,-74.237157,SingleFamily,4.0,3,10307,868898,6329,496,40.516578,-74.24209599999999,SI,0.26587849879409
5248,32377457,40.515835,-74.238196,SingleFamily,5.0,4,10307,839994,3711,496,40.516578,-74.24209599999999,SI,0.2112532695915605
5249,32377492,40.514352,-74.238651,Townhouse,2.0,2,10307,470355,2500,496,40.516578,-74.24209599999999,SI,0.23756069232302005
5251,32374691,40.511972,-74.230979,SingleFamily,2.0,5,10307,696463,18408,494,40.519631,-74.229141,SI,0.5380890470235268
5252,32374726,40.51269,-74.232048,SingleFamily,0.0,0,10307,477194,3116,494,40.519631,-74.229141,SI,0.5034562915065105
5253,32374727,40.512893,-74.232114,SingleFamily,2.0,3,10307,523782,3320,494,40.519631,-74.229141,SI,0.49119744516603997
5254,32374728,40.513107,-74.23218,SingleFamily,2.0,3,10307,515585,3320,494,40.519631,-74.229141,SI,0.47834419651069926
5256,32374730,40.514731,-74.232653,SingleFamily,3.25,4,10307,944244,9199,494,40.519631,-74.229141,SI,0.3856725675243342
5257,32374732,40.514953,-74.232905,Duplex,3.0,3,10307,641245,9650,494,40.519631,-74.229141,SI,0.3790090418492703
5258,32374733,40.515099,-74.232845,SingleFamily,0.0,0,10307,552365,9650,494,40.519631,-74.229141,SI,0.3687648249359168
5259,32374734,40.515252,-74.232732,SingleFamily,0.0,0,10307,500761,3087,494,40.519631,-74.229141,SI,0.3566496853652806
5260,32374750,40.510987,-74.231905,SingleFamily,0.0,0,10307,1184218,10530,494,40.519631,-74.229141,SI,0.6148287467848274
5261,32374751,40.510949,-74.232128,SingleFamily,0.0,0,10307,1113526,10530,494,40.519631,-74.229141,SI,0.6202419804751748
5262,32374752,40.510829,-74.232364,SingleFamily,3.5,4,10307,1345486,9718,494,40.519631,-74.229141,SI,0.6314812656777323
5263,32374753,40.511116,-74.23246,SingleFamily,4.0,4,10307,1090885,9720,494,40.519631,-74.229141,SI,0.613808877932499
5264,32374754,40.511404,-74.232557,SingleFamily,3.0,5,10307,1122430,9720,494,40.519631,-74.229141,SI,0.5962651670967295
5265,32374755,40.511382,-74.232266,SingleFamily,0.0,0,10307,1013969,11004,494,40.519631,-74.229141,SI,0.5933031740863538
5266,32374756,40.511421,-74.232037,SingleFamily,0.0,0,10307,1265322,11016,494,40.519631,-74.229141,SI,0.5874825473309822
5267,32374757,40.511299,-74.231675,SingleFamily,0.0,0,10307,1161999,11120,494,40.519631,-74.229141,SI,0.5910578042822832
5268,32374758,40.511563,-74.231755,SingleFamily,3.0,4,10307,1199007,10823,494,40.519631,-74.229141,SI,0.5742858810816038
5269,32374759,40.511969,-74.231823,SingleFamily,0.0,0,10307,1240041,8568,494,40.519631,-74.229141,SI,0.5479885091228561
5270,32376869,40.507138,-74.253643,SingleFamily,0.0,0,10307,930101,10000,495,40.512764000000004,-74.251961,SI,0.39875960133789184
5271,32376870,40.507157,-74.253997,SingleFamily,4.0,4,10307,1026104,10001,495,40.512764000000004,-74.251961,SI,0.4020248609482893
5272,32376878,40.506805,-74.254145,SingleFamily,4.0,4,10307,895551,4660,495,40.512764000000004,-74.251961,SI,0.4275469837902616
5274,2100382252,40.508318,-74.240579,MultiFamily2To4,4.0,4,10307,1048184,43,496,40.516578,-74.24209599999999,SI,0.5764279523997506
5275,2091311405,40.507429,-74.253899,SingleFamily,2.0,3,10307,707707,0,495,40.512764000000004,-74.251961,SI,0.38253300358372383
5276,2097022511,40.508318,-74.240579,MultiFamily2To4,2.0,4,10307,653957,4428,496,40.516578,-74.24209599999999,SI,0.5764279523997506
5277,2097168677,40.508318,-74.240579,MultiFamily2To4,2.0,4,10307,1173814,10669,496,40.516578,-74.24209599999999,SI,0.5764279523997506
5280,79728463,40.511127,-74.237785,SingleFamily,7.0,6,10307,1267101,13882,496,40.516578,-74.24209599999999,SI,0.4396005243992041
5281,32375569,40.503392,-74.23834,Townhouse,3.0,3,10307,412695,910,496,40.516578,-74.24209599999999,SI,0.9324772591054455
5282,2086317088,40.51081,-74.24856,MultiFamily2To4,1.0,0,10307,918512,0,495,40.512764000000004,-74.251961,SI,0.22399964769692685
5283,79731385,40.501371,-74.247829,SingleFamily,5.0,6,10307,1143150,5100,495,40.512764000000004,-74.251961,SI,0.8168167527254832
5284,2088161301,40.507783,-74.239125,SingleFamily,1.0,1,10307,952317,3746,496,40.516578,-74.24209599999999,SI,0.627593069605189
5285,32375585,40.50485,-74.240005,SingleFamily,3.0,4,10307,763903,3998,496,40.516578,-74.24209599999999,SI,0.8179936906451266
5286,32374934,40.501848,-74.235018,SingleFamily,0.0,0,10307,968765,3780,496,40.516578,-74.24209599999999,SI,1.0838776098511231
5287,32374935,40.501508,-74.23412,SingleFamily,0.0,0,10307,604351,9750,496,40.516578,-74.24209599999999,SI,1.1227287181317616
5289,32374937,40.501393,-74.2346,SingleFamily,0.0,0,10307,1215354,15675,496,40.516578,-74.24209599999999,SI,1.12099651058115
5291,32374939,40.501302,-74.235132,MultiFamily2To4,4.0,4,10307,1121385,14940,496,40.516578,-74.24209599999999,SI,1.1174222389411945
5293,32374941,40.502512,-74.236902,Duplex,0.0,0,10307,1099952,17270,496,40.516578,-74.24209599999999,SI,1.0097576270801765
5294,32374942,40.503245,-74.236959,SingleFamily,3.0,4,10307,1065701,19950,496,40.516578,-74.24209599999999,SI,0.9602329303150912
5303,72648223,40.761784,-73.931126,Cooperative,0.0,0,11106,318110,0,4,40.756803999999995,-73.929575,Q,0.35364055418797086
5304,72648685,40.762076,-73.931934,Cooperative,0.0,0,11106,296072,0,4,40.756803999999995,-73.929575,Q,0.3847339850549345
5305,79508911,40.762609,-73.931027,Cooperative,0.0,0,11106,306595,0,3,40.76182,-73.925508,Q,0.2940180489477653
5306,250417626,40.762076,-73.931934,Cooperative,0.0,0,11106,299207,0,4,40.756803999999995,-73.929575,Q,0.3847339850549345
5307,245528651,40.762025,-73.931405,Cooperative,0.0,0,11106,320180,0,4,40.756803999999995,-73.929575,Q,0.3733505045631681
5308,72648208,40.762076,-73.931934,Cooperative,0.0,0,11106,305650,0,4,40.756803999999995,-73.929575,Q,0.3847339850549345
5309,72648209,40.762076,-73.931934,Cooperative,0.0,0,11106,305650,0,4,40.756803999999995,-73.929575,Q,0.3847339850549345
5310,72648210,40.762076,-73.931934,Cooperative,0.0,0,11106,305650,0,4,40.756803999999995,-73.929575,Q,0.3847339850549345
5311,72648211,40.762609,-73.931027,Cooperative,0.0,0,11106,312097,0,3,40.76182,-73.925508,Q,0.2940180489477653
5312,72648212,40.762609,-73.931027,Cooperative,0.0,0,11106,312097,0,3,40.76182,-73.925508,Q,0.2940180489477653
5313,72648213,40.762609,-73.931027,Cooperative,0.0,0,11106,312097,0,3,40.76182,-73.925508,Q,0.2940180489477653
5314,72648214,40.762025,-73.931405,Cooperative,0.0,0,11106,313547,0,4,40.756803999999995,-73.929575,Q,0.3733505045631681
5315,31939303,40.762193,-73.923772,Duplex,0.0,0,11106,1257672,1746,3,40.76182,-73.925508,Q,0.09446476559606475
5316,72648224,40.761784,-73.931126,Cooperative,0.0,0,11106,318110,0,4,40.756803999999995,-73.929575,Q,0.35364055418797086
5317,72648225,40.761784,-73.931126,Cooperative,0.0,0,11106,318110,0,4,40.756803999999995,-73.929575,Q,0.35364055418797086
5318,72648226,40.761784,-73.931126,Cooperative,0.0,0,11106,318110,0,4,40.756803999999995,-73.929575,Q,0.35364055418797086
5319,72648675,40.762076,-73.931934,Cooperative,0.0,0,11106,305650,0,4,40.756803999999995,-73.929575,Q,0.3847339850549345
5320,72648676,40.762076,-73.931934,Cooperative,0.0,0,11106,305650,0,4,40.756803999999995,-73.929575,Q,0.3847339850549345
5321,72648677,40.762076,-73.931934,Cooperative,0.0,0,11106,305650,0,4,40.756803999999995,-73.929575,Q,0.3847339850549345
5322,72648678,40.762609,-73.931027,Cooperative,0.0,0,11106,312097,0,3,40.76182,-73.925508,Q,0.2940180489477653
5323,72648679,40.762609,-73.931027,Cooperative,0.0,0,11106,312097,0,3,40.76182,-73.925508,Q,0.2940180489477653
5324,72648680,40.762025,-73.931405,Cooperative,0.0,0,11106,313547,0,4,40.756803999999995,-73.929575,Q,0.3733505045631681
5325,72648684,40.761784,-73.931126,Cooperative,0.0,0,11106,318110,0,4,40.756803999999995,-73.929575,Q,0.35364055418797086
5326,72541573,40.762076,-73.931934,Cooperative,0.0,0,11106,305650,0,4,40.756803999999995,-73.929575,Q,0.3847339850549345
5327,72690448,40.761784,-73.931126,Cooperative,0.0,0,11106,318110,0,4,40.756803999999995,-73.929575,Q,0.35364055418797086
5329,219838827,40.762989,-73.931194,Cooperative,0.0,0,11106,304938,0,3,40.76182,-73.925508,Q,0.3084288533901647
5330,72648201,40.762989,-73.931194,Cooperative,0.0,0,11106,322072,0,3,40.76182,-73.925508,Q,0.3084288533901647
5331,72648202,40.762989,-73.931194,Cooperative,0.0,0,11106,322072,0,3,40.76182,-73.925508,Q,0.3084288533901647
5332,72648203,40.762989,-73.931194,Cooperative,0.0,0,11106,322072,0,3,40.76182,-73.925508,Q,0.3084288533901647
5333,72648204,40.762989,-73.931194,Cooperative,0.0,0,11106,322072,0,3,40.76182,-73.925508,Q,0.3084288533901647
5334,72648205,40.762989,-73.931194,Cooperative,0.0,0,11106,322072,0,3,40.76182,-73.925508,Q,0.3084288533901647
5335,72648206,40.762989,-73.931194,Cooperative,0.0,0,11106,322072,0,3,40.76182,-73.925508,Q,0.3084288533901647
5339,72648665,40.762989,-73.931194,Cooperative,0.0,0,11106,289905,0,3,40.76182,-73.925508,Q,0.3084288533901647
5340,72648673,40.762989,-73.931194,Cooperative,0.0,0,11106,322072,0,3,40.76182,-73.925508,Q,0.3084288533901647
5341,72648674,40.762989,-73.931194,Cooperative,0.0,0,11106,322072,0,3,40.76182,-73.925508,Q,0.3084288533901647
5344,72648199,40.762989,-73.931194,Cooperative,0.0,0,11106,322072,0,3,40.76182,-73.925508,Q,0.3084288533901647
5345,79529418,40.762989,-73.931194,Cooperative,0.0,0,11106,322072,0,3,40.76182,-73.925508,Q,0.3084288533901647
5346,80131563,40.762609,-73.931027,Cooperative,0.0,0,11106,312097,0,3,40.76182,-73.925508,Q,0.2940180489477653
